track_id,class,direction,avg_speed_kmh,max_speed_kmh,frame_count
391,car,East,8.3,8.4,3
392,car,unknown,0,0.0,0
393,car,South,1.2,19.8,909
394,car,West,7.5,8.1,4
395,car,unknown,0,0.0,0
396,car,unknown,0,0.0,0
397,car,West,11.5,18.3,198
398,car,West,0,0.0,1
399,car,unknown,0,0.0,0
400,car,South,0.3,1.5,46
401,car,West,13.9,23.5,169
402,car,West,11.2,23.0,237
403,car,West,10.2,20.0,233
404,car,South,0.9,16.7,2139
405,car,East,0.1,0.4,50
406,car,West,5.9,5.9,2
407,car,West,6.3,15.7,340
408,car,West,11.7,24.9,193
409,car,West,12.0,20.2,184
410,car,East,14.9,17.2,20
411,car,North,10.2,18.1,284
412,car,unknown,0,0.0,0
413,car,North,0,0.0,1
414,car,West,6.5,20.3,430
415,car,West,13.5,27.7,210
416,car,West,10.3,21.7,227
417,car,unknown,0,0.0,0
418,car,West,14.3,29.0,196
420,truck,unknown,0,0.0,0
419,car,South,3.6,5.0,32
421,truck,East,14.7,17.1,72
422,car,unknown,0,0.0,0
423,car,unknown,0,0.0,0
424,car,West,6.4,21.9,447
425,car,West,15.6,32.1,179
426,car,West,8.4,9.1,4
427,car,unknown,0,0.0,0
428,car,East,0.1,0.4,65
429,car,West,10.1,11.7,6
430,car,unknown,0,0.0,0
431,car,West,15.1,33.4,188
432,car,West,15.5,16.3,4
433,car,North,0,0.0,1
434,car,unknown,0,0.0,0
435,car,West,10.5,27.5,247
436,car,West,15.0,30.6,183
437,car,unknown,0,0.0,0
438,car,unknown,0,0.0,0
439,car,unknown,0,0.0,0
440,car,East,2.5,2.5,2
441,car,South,0.3,3.1,55
442,car,unknown,0,0.0,0
443,car,West,4.0,12.5,511
444,car,West,20.0,38.3,142
445,car,unknown,0,0.0,0
446,car,East,2.1,19.3,944
447,car,East,14.6,14.6,2
448,car,unknown,0,0.0,0
449,car,East,10.2,14.5,180
450,car,East,0.4,1.2,11
452,truck,East,10.6,11.6,4
451,car,unknown,0,0.0,0
453,truck,East,8.6,9.2,6
454,car,East,2.8,4.1,10
455,truck,East,8.7,12.5,14
456,car,West,6.9,8.9,19
457,car,East,8.4,20.5,174
458,car,unknown,0,0.0,0
459,car,East,18.0,22.5,12
460,truck,East,2.6,3.8,29
461,truck,East,0.5,1.3,74
462,car,East,7.6,11.2,14
463,car,East,14.9,24.3,133
464,car,unknown,0,0.0,0
465,car,unknown,0,0.0,0
466,car,unknown,0,0.0,0
467,car,North,6.3,6.3,2
469,truck,East,0.4,2.8,70
468,car,unknown,0,0.0,0
470,car,East,2.7,12.3,753
471,car,East,9.9,26.5,128
472,car,South,0,0.0,1
473,car,East,0.1,0.3,307
474,car,South,4.5,14.5,176
475,car,unknown,0,0.0,0
476,car,East,10.7,14.8,97
477,car,unknown,0,0.0,0
478,car,South,0.8,8.5,1271
479,car,unknown,0,0.0,0
480,car,South,15.4,23.4,7
481,car,South,3.9,17.4,72
482,car,North,9.3,10.0,3
483,car,North,9.4,20.1,289
484,car,unknown,0,0.0,0
485,car,South,7.0,9.0,3
486,car,East,10.3,12.2,116
487,car,South,0.3,2.4,808
488,car,South,0.1,0.2,7
490,car,South,6.6,11.4,5
489,car,South,0.1,0.1,11
491,car,unknown,0,0.0,0
492,car,South,0.0,0.0,63
494,car,East,11.2,16.8,206
493,truck,East,0.2,0.5,35
495,motorcycle,unknown,0,0.0,0
496,car,East,12.5,15.7,11
497,car,East,0.3,1.8,88
498,car,South,0.0,0.1,31
499,car,East,12.4,17.5,174
500,car,unknown,0,0.0,0
501,truck,East,0.3,0.5,5
502,car,East,10.3,14.7,14
503,truck,East,4.8,6.6,36
504,car,South,0.0,0.1,24
505,car,unknown,0,0.0,0
506,car,East,15.3,21.1,115
507,truck,East,8.1,9.3,9
508,car,East,4.9,4.9,2
509,bus,South,18.7,22.0,14
510,car,East,7.4,8.8,72
511,truck,East,19.1,27.6,24
512,truck,East,15.3,17.8,16
513,car,South,0.2,1.0,29
514,car,unknown,0,0.0,0
515,car,unknown,0,0.0,0
516,car,East,8.2,13.6,198
517,truck,East,14.7,23.5,115
518,car,North,2.6,14.4,980
519,car,East,6.4,48.4,14
520,car,South,0.2,0.2,2
521,car,South,0.0,0.2,185
522,car,East,9.6,11.6,146
523,car,South,0.4,1.0,4
524,car,South,0.1,0.1,4
526,car,East,15.9,27.5,139
525,car,North,5.5,6.2,15
527,car,unknown,0,0.0,0
528,car,East,0.6,1.2,16
529,car,unknown,0,0.0,0
530,car,East,11.0,17.4,178
531,car,unknown,0,0.0,0
532,car,North,3.3,3.3,2
533,car,South,14.2,14.2,2
534,bus,West,0,0.0,1
535,car,North,2.3,11.6,186
536,car,South,17.7,17.7,2
537,car,South,0,0.0,1
538,car,unknown,0,0.0,0
539,truck,North,1.5,2.0,23
540,car,South,11.3,16.5,15
541,car,East,13.0,18.8,148
542,truck,North,0.3,0.5,35
543,car,unknown,0,0.0,0
544,truck,North,0.1,0.7,42
545,car,East,13.3,18.8,164
546,car,South,9.9,10.6,5
547,car,North,1.9,3.2,12
548,car,East,0.6,0.9,4
549,car,East,11.5,16.9,195
551,car,West,0,0.0,1
550,car,East,17.5,17.5,2
552,car,South,0.0,0.0,31
553,car,East,13.2,17.7,160
554,car,North,0.1,0.2,9
555,car,East,12.3,16.8,156
556,car,North,0.1,0.5,19
557,car,South,0.0,0.0,2
558,car,South,0,0.0,1
559,car,East,13.0,18.3,139
560,truck,North,0.3,0.3,2
561,car,West,32.6,34.8,6
562,car,North,0.1,0.3,25
563,car,East,15.4,16.8,98
564,car,North,2.6,13.8,876
565,car,East,18.6,21.7,61
566,car,West,12.9,21.4,159
567,car,unknown,0,0.0,0
568,car,unknown,0,0.0,0
569,truck,North,0.3,0.9,10
570,car,South,0.0,0.0,31
571,car,East,1.6,10.9,693
572,car,North,0.1,0.6,104
573,car,North,1.7,13.1,493
574,car,South,0.0,1.6,1964
575,truck,East,13.7,24.3,99
576,car,unknown,0,0.0,0
577,car,East,1.6,8.7,625
578,car,West,27.2,30.3,43
579,car,West,1.8,17.4,1540
580,car,West,0,0.0,1
581,car,South,3.4,8.4,291
582,car,unknown,0,0.0,0
583,car,North,0.6,1.2,19
584,car,South,0,0.0,1
585,truck,East,0,0.0,1
586,car,unknown,0,0.0,0
587,car,East,3.5,6.2,19
588,car,West,2.0,15.0,1434
589,car,South,6.9,13.4,43
590,car,South,4.3,10.9,262
591,truck,North,0.1,0.2,3
592,car,South,6.1,12.7,184
593,car,West,2.0,20.9,1389
594,car,West,1.9,19.4,1406
595,car,East,0.5,5.3,570
596,car,South,5.0,12.1,233
597,car,West,13.0,13.0,2
598,car,unknown,0,0.0,0
599,car,North,0.1,0.1,12
600,car,West,1.9,14.4,1255
601,car,North,0.5,0.9,12
602,car,South,8.8,19.7,126
603,car,West,0.6,2.9,197
604,car,unknown,0,0.0,0
605,truck,North,1.1,1.9,19
606,car,South,0,0.0,1
607,car,North,0.5,0.9,8
608,car,South,9.3,23.5,181
609,car,North,2.0,6.3,72
610,car,East,0.5,8.1,1210
611,car,South,24.8,28.4,60
612,car,South,12.5,29.7,221
613,car,West,0,0.0,1
614,truck,West,8.1,9.7,30
615,car,unknown,0,0.0,0
616,car,unknown,0,0.0,0
617,car,West,0,0.0,1
618,car,unknown,0,0.0,0
620,car,South,5.9,15.8,215
619,car,North,3.0,8.2,361
621,car,West,0.0,0.0,31
622,car,North,1.6,2.4,11
623,car,North,10.4,11.1,75
624,car,unknown,0,0.0,0
625,car,West,13.6,14.4,17
626,car,South,29.4,47.3,41
627,truck,West,14.6,14.8,3
628,car,North,11.5,12.8,14
629,car,unknown,0,0.0,0
630,car,North,5.1,5.2,3
631,car,North,12.1,19.8,133
632,car,West,0,0.0,1
633,car,West,0,0.0,1
634,car,West,0.1,0.4,264
635,car,North,4.1,7.2,227
636,car,North,5.0,9.9,259
637,car,unknown,0,0.0,0
638,car,East,0.3,7.2,1339
639,truck,North,8.8,12.9,171
640,truck,West,16.3,18.3,7
641,car,South,11.2,26.6,102
642,car,North,6.7,10.7,225
643,car,West,0.1,0.2,13
644,truck,North,0,0.0,1
645,bus,North,5.5,9.2,4
646,car,unknown,0,0.0,0
647,car,North,10.7,14.0,172
648,bus,North,8.1,8.1,2
649,truck,unknown,0,0.0,0
650,car,North,8.3,12.0,216
651,truck,unknown,0,0.0,0
652,car,unknown,0,0.0,0
653,car,North,13.8,15.6,88
654,car,West,0.2,0.4,4
655,car,West,0.0,0.1,15
656,car,South,7.3,9.3,17
657,car,North,7.0,10.8,40
658,car,North,9.7,15.4,79
659,car,East,11.0,12.0,3
660,truck,unknown,0,0.0,0
661,car,North,18.0,24.3,11
662,car,unknown,0,0.0,0
665,car,unknown,0,0.0,0
663,car,East,9.0,9.0,2
664,car,West,2.9,15.0,702
667,car,unknown,0,0.0,0
668,car,East,0.1,0.3,560
666,car,North,3.3,9.0,316
669,car,North,0,0.0,1
670,car,unknown,0,0.0,0
671,car,North,12.2,13.9,47
672,car,South,29.3,31.8,15
673,car,East,10.2,12.4,41
674,car,North,10.4,15.0,25
675,car,unknown,0,0.0,0
676,car,West,0.0,0.1,14
677,car,unknown,0,0.0,0
678,truck,North,17.3,19.6,39
679,car,South,11.7,32.4,86
680,car,North,13.1,17.5,129
681,car,South,6.0,6.0,2
682,car,East,2.3,7.6,145
683,car,unknown,0,0.0,0
684,car,North,3.0,8.8,8
685,car,unknown,0,0.0,0
686,car,East,0.1,0.2,3
687,car,East,0.1,0.3,10
688,car,North,14.8,19.6,4
689,car,North,4.6,9.0,16
690,car,West,0.0,0.1,12
691,car,South,6.0,16.2,194
692,car,North,5.1,9.0,181
693,car,West,5.2,25.2,496
694,car,West,0.0,0.0,2
695,car,East,0,0.0,1
696,truck,unknown,0,0.0,0
697,car,West,0,0.0,1
698,car,South,14.0,41.6,122
699,car,West,15.3,16.0,7
700,car,West,6.6,17.9,382
701,car,West,9.9,25.1,282
702,car,North,0.9,13.6,2696
703,car,unknown,0,0.0,0
704,car,North,16.9,16.9,2
705,car,South,0.6,11.7,2846
706,car,unknown,0,0.0,0
707,car,East,0.2,0.4,31
708,car,West,0,0.0,1
709,car,North,13.7,21.8,190
711,car,West,12.3,24.5,216
710,car,South,0.2,0.2,3
712,car,West,12.4,27.9,225
713,car,West,10.4,19.5,204
714,car,North,16.1,20.4,7
715,car,unknown,0,0.0,0
716,car,East,1.0,12.8,1458
717,car,unknown,0,0.0,0
718,car,unknown,0,0.0,0
719,car,unknown,0,0.0,0
720,car,South,0,0.0,1
721,car,West,13.9,31.1,180
722,car,South,0,0.0,1
723,car,West,12.1,30.3,240
724,car,South,0,0.0,1
725,car,East,0.5,4.8,372
726,car,unknown,0,0.0,0
727,car,unknown,0,0.0,0
728,car,West,15.3,30.5,176
729,car,West,14.0,32.8,209
730,truck,unknown,0,0.0,0
731,car,unknown,0,0.0,0
732,car,unknown,0,0.0,0
733,car,West,15.2,31.6,183
734,car,West,7.0,7.0,2
735,car,East,15.1,18.3,19
736,car,West,20.3,30.7,115
737,car,West,15.8,32.7,173
738,car,East,8.3,17.2,50
739,car,West,29.0,30.0,10
740,car,West,23.0,33.3,72
741,car,East,0,0.0,1
742,truck,unknown,0,0.0,0
743,car,West,22.7,31.8,83
744,car,East,1.3,7.8,308
745,car,East,0,0.0,1
746,car,unknown,0,0.0,0
747,car,East,17.3,18.3,62
748,car,North,0,0.0,1
749,car,West,11.9,15.0,9
750,car,North,0.5,10.6,1759
751,car,West,20.0,38.6,132
752,truck,West,16.4,31.7,147
753,car,unknown,0,0.0,0
754,motorcycle,unknown,0,0.0,0
755,car,West,21.9,28.8,96
756,car,West,28.7,39.7,83
757,bus,unknown,0,0.0,0
758,bus,unknown,0,0.0,0
759,car,East,4.6,6.8,277
760,car,West,9.9,13.3,23
761,car,West,21.3,23.3,82
762,car,North,10.3,13.8,110
766,car,East,17.4,22.5,32
763,car,East,4.0,5.1,5
764,car,West,2.4,10.5,1079
765,truck,East,14.9,16.0,73
767,car,East,13.6,20.4,129
768,car,unknown,0,0.0,0
769,car,East,0.9,1.4,53
770,car,South,0,0.0,1
771,car,unknown,0,0.0,0
772,car,East,5.8,9.1,124
773,car,East,6.6,10.7,320
774,car,unknown,0,0.0,0
775,car,West,16.7,35.0,167
776,car,South,8.1,102.1,162
777,car,unknown,0,0.0,0
778,car,West,17.2,22.1,131
779,car,North,1.4,40.6,1726
780,car,unknown,0,0.0,0
781,car,unknown,0,0.0,0
783,car,West,14.8,31.0,187
782,car,South,0,0.0,1
784,car,South,6.4,11.9,160
785,car,East,2.4,13.3,980
786,car,East,6.6,8.0,171
787,car,East,0.4,3.2,76
788,car,North,0,0.0,1
789,car,unknown,0,0.0,0
790,car,East,5.6,8.0,287
791,car,North,0,0.0,1
792,car,unknown,0,0.0,0
793,car,East,0.5,1.0,19
794,car,East,5.6,10.6,310
795,car,unknown,0,0.0,0
796,car,South,0.0,0.0,99
797,car,East,2.2,12.6,685
798,car,unknown,0,0.0,0
799,car,North,4.8,5.7,4
800,car,East,8.6,11.6,248
801,car,East,4.3,6.8,6
802,car,East,8.0,16.8,157
803,car,East,3.9,6.2,3
804,car,East,13.7,49.1,153
805,car,East,4.0,5.7,6
806,car,South,1.2,42.0,1231
807,car,West,9.3,11.0,8
808,car,unknown,0,0.0,0
809,car,South,1.3,16.2,1386
810,car,West,2.0,23.7,566
811,car,South,0.0,1.1,1042
812,car,West,0.1,0.1,23
813,car,South,1.8,4.4,35
814,car,unknown,0,0.0,0
815,truck,East,14.4,22.8,142
816,bus,East,20.8,21.3,3
817,car,unknown,0,0.0,0
818,car,West,0.3,0.4,4
819,truck,East,17.4,20.6,12
820,car,South,1.2,9.5,926
821,car,West,2.3,10.2,936
822,truck,South,26.7,73.0,9
823,car,West,1.4,10.9,578
824,car,East,7.4,13.9,222
825,car,unknown,0,0.0,0
826,car,South,0.1,0.4,22
827,car,unknown,0,0.0,0
828,car,South,17.3,19.0,4
830,car,East,7.0,8.2,9
829,car,East,8.4,12.3,244
831,car,South,11.1,14.5,15
832,car,East,8.5,12.2,221
833,car,South,0.1,0.1,2
834,car,South,0.0,0.0,5
835,car,South,0,0.0,1
836,car,East,9.2,15.2,241
837,car,East,0,0.0,1
838,car,East,15.7,21.1,135
839,truck,South,24.9,48.6,3
840,car,East,14.6,22.6,158
841,car,South,40.8,40.8,2
842,car,South,8.2,11.0,4
843,car,South,10.8,10.8,2
844,car,South,13.9,20.9,12
845,car,unknown,0,0.0,0
846,car,unknown,0,0.0,0
847,car,East,0,0.0,1
848,car,East,0.9,16.2,2261
849,car,East,9.2,10.5,6
850,car,South,7.0,14.4,14
851,car,East,0.8,15.3,2289
852,car,South,0.2,0.2,5
853,car,unknown,0,0.0,0
854,car,West,0,0.0,1
855,car,East,5.9,5.9,3
856,car,unknown,0,0.0,0
857,car,South,0.4,0.4,2
858,car,unknown,0,0.0,0
859,car,East,10.2,11.5,115
860,car,West,1.7,15.1,1653
861,car,unknown,0,0.0,0
862,car,South,1.8,5.7,89
863,car,East,1.0,10.1,2346
864,car,unknown,0,0.0,0
865,car,North,4.3,11.9,134
866,car,unknown,0,0.0,0
867,car,East,9.7,9.7,2
868,car,unknown,0,0.0,0
