step,queue_length,average_speed,cumulative_reward,throughput,waiting_time
263,23,13.754364863351801,-34242.0,22,156.1
264,25,15.370995888881259,-34480.0,22,174.8
265,24,13.903896489773569,-34728.0,22,193.8
269,24,13.37537877931612,-34975.0,22,210.8
270,23,10.443374298287935,-35214.0,24,152.6
271,23,14.163594437166516,-35454.0,24,117.6
272,23,11.347830347911417,-35684.0,25,79.7
273,21,12.73700136192814,-35903.0,25,86.7
277,16,20.484394466185243,-36095.0,25,54.800000000000004
278,17,19.130332718893882,-36264.0,26,56.6
279,17,21.750683558492558,-36431.0,26,63.0
280,19,23.074165598933615,-36612.0,26,70.0
281,20,22.456409966432652,-36810.0,26,77.0
285,21,18.056462674099645,-37016.0,26,51.2
286,22,15.411734726224543,-37230.0,27,63.2
287,20,15.053099728684817,-37434.0,27,76.9
288,23,16.11393372657262,-37655.0,27,92.6
289,27,17.259330678115862,-37911.0,27,109.5
293,25,13.630555185667209,-38163.0,28,123.4
294,26,14.506478968381318,-38417.0,28,140.2
295,24,16.425018158336584,-38662.0,28,158.0
296,26,15.74186118620929,-38906.0,29,176.6
297,27,15.115547993151203,-39169.0,29,196.6
301,24,8.92078124102467,-39418.0,29,178.7
302,23,8.775941530439349,-39655.0,29,127.6
303,21,11.1951976998261,-39873.0,29,86.8
304,20,11.799924096519817,-40082.0,29,77.3
305,18,15.491554966311718,-40267.0,29,85.3
309,17,22.428151475526636,-40437.0,29,54.5
310,15,20.816951680188012,-40596.0,29,61.5
311,14,20.249197357767716,-40735.0,29,69.1
312,18,23.39014302490742,-40911.0,29,77.1
313,20,23.356116351727792,-41093.0,29,85.8
317,20,16.695907947531836,-41294.0,32,67.3
318,20,13.853142434028737,-41494.0,32,78.2
319,20,15.792678862703118,-41689.0,32,92.39999999999999
320,23,17.21767301063881,-41901.0,32,107.5
321,23,14.091016568746182,-42131.0,32,123.5
325,23,15.051908388206963,-42360.0,32,129.6
326,27,16.515149555082736,-42616.0,32,144.9
327,24,14.879723578150093,-42859.0,32,162.2
328,26,17.09102059438777,-43109.0,33,180.6
329,24,17.658843672820694,-43366.0,33,199.6
333,25,13.019525429257634,-43616.0,33,140.5
334,24,11.470973596695767,-43865.0,33,92.6
335,22,12.259577340822338,-44085.0,34,66.3
336,20,10.995038589871637,-44297.0,34,74.3
340,16,19.01658592343067,-44484.0,34,45.400000000000006
341,18,19.59665426330789,-44654.0,34,50.800000000000004
342,15,19.37374081041959,-44824.0,34,57.5
343,20,22.79359424958921,-45020.0,34,64.5
344,22,22.915026648344547,-45229.0,34,71.5
348,22,18.915579489397103,-45462.0,34,53.6
349,23,16.775932274495652,-45691.0,34,64.6
350,22,14.533886284724614,-45918.0,34,76.6
351,24,12.31076369355944,-46154.0,34,90.7
352,24,11.736576062082726,-46394.0,34,108.7
356,23,10.569415228877137,-46636.0,34,143.7
357,23,9.947788928892818,-46866.0,34,136.9
358,21,12.164838091655387,-47084.0,34,153.9
359,22,12.796319768098554,-47299.0,34,170.9
360,21,12.110200339115172,-47507.0,34,188.5
364,24,10.96154972909945,-47753.0,34,162.9
365,24,9.996422545792202,-47993.0,34,108.9
366,21,10.922169137647002,-48220.0,34,66.3
367,21,12.656995184861945,-48430.0,34,64.3
368,18,16.97583972864357,-48622.0,34,73.3
372,17,18.92051364430393,-48797.0,34,59.3
373,16,17.53155967932548,-48965.0,34,67.3
374,15,17.32353946275598,-49117.0,34,75.3
375,18,19.56307245074572,-49295.0,34,83.8
376,19,19.06152420333604,-49477.0,34,93.4
380,23,16.160272047757758,-49695.0,35,81.6
381,23,13.281909537778409,-49925.0,35,93.2
382,22,12.539338743938579,-50148.0,36,108.60000000000001
383,23,13.24957407721911,-50378.0,36,125.60000000000001
384,26,11.832719191772531,-50626.0,36,143.8
388,24,14.6096426645044,-50869.0,36,147.5
389,25,14.264890830110986,-51115.0,36,164.4
390,22,14.705079150871207,-51347.0,36,183.4
391,22,12.1094925987438,-51567.0,36,202.4
392,23,15.10213296692169,-51800.0,36,221.4
396,23,12.059106500255995,-52029.0,36,156.2
397,25,13.744758075248551,-52279.0,36,101.8
398,22,13.858218405657299,-52503.0,36,83.6
399,21,14.963877539485155,-52719.0,36,82.0
400,18,15.696453823204381,-52909.0,36,90.0
404,16,22.72499810435124,-53060.0,36,57.5
405,15,22.26146129402472,-53214.0,36,65.5
406,16,24.22205557368519,-53350.0,36,73.5
407,18,21.762116030842087,-53525.0,36,81.5
408,20,22.172584861170243,-53713.0,36,90.2
412,20,16.80036036515165,-53912.0,37,72.1
413,22,15.98703360567725,-54120.0,37,82.6
414,21,15.278955778110838,-54325.0,37,95.6
415,23,16.599339573010162,-54555.0,37,109.6
419,22,14.668291120200825,-54798.0,37,113.1
420,21,13.882834606572757,-55008.0,37,129.1
421,21,16.892799014422113,-55239.0,37,145.6
422,22,17.18706038968603,-55450.0,37,162.6
423,23,15.791343292037839,-55679.0,37,180.6
427,21,15.468973099076575,-55904.0,37,194.7
428,22,14.437210711513663,-56117.0,37,133.8
429,19,12.392224208143894,-56331.0,37,84.2
430,19,12.227394465681733,-56521.0,37,66.9
431,18,14.452216325024299,-56703.0,37,74.9
435,18,20.61870105772585,-56883.0,37,45.2
436,17,20.62400012149938,-57050.0,37,51.0
437,15,20.365958406785882,-57212.0,37,57.7
438,16,20.421111651647045,-57368.0,37,65.7
439,18,21.191215349448267,-57541.0,37,73.7
443,20,14.606901212905898,-57736.0,37,57.3
444,21,11.627225889706578,-57937.0,37,68.3
445,18,11.896284518051708,-58131.0,37,80.6
446,21,14.59166778053967,-58340.0,37,94.3
447,22,16.023319317209324,-58555.0,37,108.7
451,24,14.660173617945834,-58785.0,37,117.5
452,27,15.665512177955183,-59037.0,37,133.2
453,24,14.92838985790146,-59292.0,37,149.2
454,23,11.539589990544263,-59525.0,39,166.0
455,25,13.736410588793207,-59773.0,39,186.0
459,24,15.877305222181672,-60015.0,39,171.3
460,23,13.313526267806084,-60253.0,39,117.6
461,22,12.922548878886449,-60479.0,39,74.7
462,21,13.202789770417452,-60697.0,40,67.4
463,20,16.769651987463604,-60897.0,40,75.4
467,17,17.78139661765797,-61076.0,40,48.9
468,17,18.183258800638704,-61246.0,41,56.8
469,18,20.76698701618293,-61423.0,41,64.8
470,20,21.98576737493542,-61617.0,41,72.8
471,22,21.847176346579836,-61821.0,41,81.8
475,20,18.25488919708532,-62023.0,42,72.9
476,19,16.413076162105497,-62220.0,42,85.4
477,22,16.944845212779946,-62414.0,43,99.4
478,22,17.274576181092918,-62634.0,43,115.1
479,24,15.237082160288546,-62864.0,44,131.1
483,21,13.86900082933916,-63077.0,44,128.0
484,21,15.59153019627554,-63286.0,44,143.6
485,21,16.75562586352141,-63491.0,44,159.6
486,20,14.698615474744631,-63695.0,44,175.6
487,23,18.639208254860897,-63930.0,44,191.6
491,20,10.541357196828976,-64130.0,44,126.6
492,19,14.080761379112445,-64338.0,44,74.6
493,18,15.24230147209474,-64518.0,44,59.1
494,17,15.641990226218985,-64699.0,45,66.1
498,15,21.055017320124147,-64867.0,45,44.3
499,15,20.791877916686065,-65017.0,45,50.5
500,12,20.179599355569497,-65155.0,45,57.5
501,16,21.51675394921743,-65290.0,45,64.5
502,16,21.644410825292443,-65450.0,45,71.8
506,21,19.733203718027813,-65628.0,45,58.9
507,21,13.668472994736085,-65838.0,45,67.9
508,19,13.017511761027475,-66040.0,45,79.1
509,22,14.21814708494317,-66252.0,45,94.8
510,23,12.099759616693175,-66479.0,46,111.1
514,24,16.406657151366858,-66720.0,46,130.3
515,24,15.004223088201638,-66960.0,46,139.9
516,21,14.862501759196444,-67186.0,46,157.1
517,20,13.33978333961134,-67388.0,47,175.1
518,22,15.354645727680394,-67608.0,47,193.1
522,21,12.47385286958964,-67820.0,47,183.3
523,23,13.649990730398713,-68050.0,48,121.6
524,22,15.969457228928595,-68274.0,48,72.3
525,21,12.264766318234091,-68493.0,48,68.4
526,21,13.209201998525343,-68699.0,48,75.4
530,18,19.69762419849307,-68892.0,48,45.9
531,16,20.09725519968058,-69065.0,48,53.9
532,16,19.87072530691811,-69221.0,48,61.9
533,19,21.198708181115475,-69402.0,48,70.6
534,19,20.019457144925394,-69592.0,48,79.8
538,20,18.1343771833969,-69792.0,48,77.0
539,19,14.826706105294932,-69991.0,48,88.0
540,20,15.025308927786316,-70185.0,48,100.39999999999999
541,24,18.36189335081961,-70423.0,50,115.1
542,26,18.147192800602642,-70678.0,50,130.1
546,25,12.062831822576603,-70932.0,50,116.6
547,27,14.37092519090281,-71197.0,50,130.7
548,25,13.813570204158072,-71453.0,51,149.7
549,24,13.653351634708704,-71699.0,51,168.9
550,25,15.62793120301841,-71942.0,51,188.9
554,22,13.625424511005784,-72166.0,51,143.3
555,21,12.853746613527477,-72381.0,51,98.0
556,19,13.918292308456259,-72574.0,51,85.2
557,19,15.567036979700012,-72767.0,51,74.3
558,18,16.204545972523288,-72947.0,52,81.3
562,18,17.969627429229075,-73127.0,52,49.7
563,18,17.288108796335447,-73307.0,52,57.3
564,19,20.12701923170404,-73479.0,53,66.3
565,19,20.543384854680422,-73669.0,53,76.2
566,21,19.968544466645387,-73873.0,53,87.2
570,20,16.462316675714867,-74073.0,53,84.5
571,20,14.109637944757853,-74273.0,53,98.39999999999999
572,19,14.076299737572738,-74461.0,53,113.39999999999999
573,22,14.551754468433295,-74666.0,53,129.4
577,25,15.425009142615185,-74903.0,53,137.5
578,27,14.84055696479738,-75157.0,53,153.9
579,24,13.188450615356487,-75418.0,53,171.0
580,23,13.173366066814754,-75651.0,53,189.4
581,25,14.047202807474207,-75888.0,53,208.4
585,23,14.404655207848862,-76126.0,53,216.2
586,23,13.609780284540031,-76356.0,53,132.5
587,20,12.018460348062762,-76572.0,53,92.8
588,20,13.418066573427396,-76772.0,53,65.2
589,17,16.296287440558583,-76957.0,53,72.2
593,16,23.869758551594746,-77131.0,53,42.6
594,17,21.129459793461532,-77292.0,53,48.6
595,19,23.316100429911188,-77475.0,53,55.2
596,20,22.208390014704896,-77670.0,53,63.4
597,22,21.83941801380189,-77876.0,53,72.4
601,21,18.820184759543196,-78098.0,53,63.6
602,22,15.835031890478014,-78312.0,53,74.6
603,21,15.66275571859957,-78520.0,53,86.8
604,21,14.249546236706806,-78730.0,53,101.8
605,23,12.137559026786922,-78947.0,54,117.6
609,23,11.73764181448644,-79177.0,55,117.5
610,23,12.782287236244615,-79410.0,55,133.1
611,22,12.965360837357725,-79640.0,55,150.9
612,23,13.457124443788029,-79863.0,56,168.9
613,27,18.267198516130104,-80120.0,56,186.9
617,23,11.763066792695382,-80366.0,56,157.4
618,23,10.551652585968993,-80596.0,56,106.5
619,20,13.26672917001263,-80807.0,56,66.4
620,19,13.807204601480622,-81004.0,56,64.3
621,17,18.150727240485836,-81178.0,56,71.3
625,17,22.079944184665816,-81348.0,56,48.1
626,17,21.23432326832938,-81518.0,56,55.4
627,18,21.867496946339408,-81694.0,56,63.4
628,18,20.880189058437274,-81874.0,56,71.4
629,20,20.907314830074675,-82069.0,56,80.5
633,24,15.88729081359347,-82294.0,56,75.9
634,23,11.632096021798707,-82531.0,56,89.2
635,23,10.293034103119188,-82758.0,56,106.2
636,23,9.050100041081729,-82988.0,57,124.7
637,24,9.546810312037044,-83227.0,57,143.7
641,24,11.585026396789214,-83472.0,58,146.6
642,26,12.211966480789389,-83729.0,58,163.7
643,23,12.668692087262645,-83964.0,58,182.7
644,23,12.252213442871016,-84195.0,58,201.7
645,24,13.768496970997488,-84435.0,58,220.7
649,25,12.261727312292638,-84685.0,58,150.9
650,24,10.675540733063684,-84929.0,58,100.0
651,22,12.40454072820928,-85149.0,58,84.9
652,18,13.458196648158163,-85355.0,58,92.9
656,17,20.40572807759495,-85533.0,58,64.1
657,18,21.3854371219621,-85707.0,58,72.1
658,16,18.667021329826884,-85875.0,58,80.60000000000001
659,20,20.669736202824097,-86058.0,58,89.60000000000001
660,20,20.941038073992285,-86258.0,58,99.6
664,21,16.820225574559018,-86465.0,58,82.3
665,22,15.68355108833247,-86676.0,58,94.3
666,21,16.315171980313057,-86896.0,58,108.3
667,23,15.793523952968682,-87126.0,58,124.3
668,24,12.707564772282836,-87361.0,60,140.3
672,25,13.8188407182412,-87613.0,60,151.1
673,27,14.214572185290555,-87868.0,60,150.1
674,26,13.30327744180218,-88138.0,60,164.70000000000002
675,25,11.195297802460278,-88396.0,61,183.9
676,27,12.8802365910232,-88654.0,61,203.9
680,24,11.192420377693288,-88911.0,61,199.4
681,24,9.208643040136941,-89151.0,62,134.1
682,23,12.039894166311333,-89383.0,62,87.1
683,23,14.046778467778797,-89615.0,62,76.4
684,21,14.10831076497844,-89829.0,62,78.0
688,18,16.611374046570905,-90032.0,62,44.6
689,19,16.204652753683845,-90222.0,62,51.4
690,19,18.453752662580648,-90410.0,62,60.0
691,21,18.29359914900838,-90610.0,62,69.0
692,21,17.594134989649707,-90820.0,62,78.4
696,23,15.588202857390057,-91043.0,62,68.2
697,22,13.043656493955714,-91271.0,62,81.2
698,24,14.20098684105199,-91487.0,62,95.8
699,24,14.0718231493379,-91727.0,62,112.4
700,26,15.935087076782592,-91973.0,62,130.4
704,27,15.294535487374905,-92236.0,62,139.5
705,27,15.42112622693247,-92510.0,62,155.5
706,27,15.961228555887951,-92769.0,62,173.9
707,27,15.162557370518622,-93040.0,62,193.3
708,28,15.892803113321987,-93312.0,62,213.8
712,25,10.47982405577549,-93568.0,62,158.4
713,24,8.572392174101571,-93814.0,62,109.9
714,22,11.154920693208656,-94037.0,62,91.8
715,21,12.945373179140619,-94255.0,62,79.2
716,19,16.35511006070256,-94445.0,62,87.2
720,15,20.302918651739958,-94605.0,63,58.9
721,16,23.935987306700564,-94769.0,63,64.9
722,17,25.52023524444415,-94914.0,63,71.1
723,19,25.049064902031596,-95100.0,63,78.1
724,21,24.088553150428705,-95303.0,63,86.0
728,20,16.42560057121184,-95503.0,63,62.0
729,21,15.356007506974393,-95711.0,64,73.0
730,21,15.525230706539798,-95912.0,65,86.5
731,21,15.236325586942053,-96122.0,65,101.0
735,22,14.576410070120964,-96339.0,65,110.4
736,24,13.991817985956896,-96561.0,65,125.4
737,22,15.638887152064278,-96798.0,65,141.0
738,23,15.171250504864414,-97028.0,65,158.0
739,28,15.736384857931522,-97301.0,65,175.9
743,24,12.618207306324464,-97568.0,66,194.4
744,24,12.12674280214391,-97808.0,66,140.7
745,22,13.188367689253745,-98039.0,66,97.60000000000001
746,22,11.534715676031345,-98259.0,67,74.4
747,20,13.827707892359523,-98470.0,67,74.5
751,17,16.31654711907707,-98660.0,67,52.7
752,19,15.057005940018815,-98839.0,67,60.0
753,16,16.33390720659414,-99011.0,67,68.0
754,18,19.714498010692065,-99179.0,67,76.0
755,19,20.315204987993376,-99361.0,67,84.8
759,24,18.243103414310447,-99581.0,67,67.9
760,23,13.294583806525555,-99814.0,67,80.3
761,21,12.67569780372577,-100036.0,67,96.8
762,24,13.194852818903426,-100272.0,67,114.8
763,26,12.017494262434768,-100526.0,67,133.3
767,24,12.802286896122938,-100781.0,67,148.8
768,25,13.902177086198929,-101025.0,67,166.8
769,22,13.81713372641751,-101260.0,67,185.0
770,24,13.717246558133366,-101492.0,67,204.0
771,25,13.159515931240797,-101733.0,67,223.6
775,26,8.832627664083626,-101990.0,67,201.2
776,25,8.679859624831627,-102247.0,67,144.2
777,23,10.579934741765765,-102484.0,67,95.6
778,21,12.933971203532666,-102705.0,67,81.7
779,19,15.943233291495687,-102900.0,67,90.3
783,18,18.45148139244604,-103081.0,67,58.9
784,18,17.23694865780514,-103261.0,68,66.89999999999999
785,17,17.62633468238853,-103430.0,68,74.89999999999999
786,19,19.00791755237311,-103616.0,68,83.6
787,20,16.585558356607947,-103811.0,68,93.3
791,22,12.638754779388403,-104023.0,69,82.2
792,22,12.738313332267976,-104242.0,69,95.2
793,25,16.038668213919223,-104492.0,69,110.5
794,25,14.692693929868382,-104742.0,69,127.39999999999999
795,28,13.684832700919852,-105006.0,69,144.4
799,24,12.54798689610216,-105257.0,69,154.0
800,25,14.773061309011156,-105508.0,69,172.0
801,23,15.173083930804626,-105740.0,69,191.0
802,26,17.044324277468178,-105982.0,69,210.7
803,24,16.280915815895522,-106229.0,70,230.7
807,25,12.072272184090126,-106479.0,70,166.4
808,23,10.344949780652804,-106722.0,70,111.5
809,22,11.300197487890276,-106942.0,71,71.5
810,20,13.162101562791905,-107155.0,71,79.5
814,16,22.15868220206547,-107360.0,71,48.4
815,17,19.699141852065573,-107528.0,72,56.1
816,16,18.99294885871534,-107696.0,72,65.1
817,19,20.653588420305812,-107872.0,72,74.1
818,20,22.855304135618308,-108064.0,72,83.1
822,21,19.53390144308733,-108267.0,72,70.6
823,21,15.061689113280075,-108477.0,72,81.3
824,19,14.664408806084488,-108679.0,72,94.2
825,22,13.840576109908714,-108892.0,72,109.0
826,24,13.71385979028295,-109121.0,73,124.89999999999999
830,24,15.089974567088682,-109368.0,73,136.0
831,27,17.13673144473661,-109618.0,73,135.6
832,22,16.877567563783707,-109859.0,73,152.6
833,24,18.011462557105222,-110087.0,73,170.6
834,23,16.877361119680323,-110320.0,73,188.6
838,24,14.509995815221187,-110553.0,73,165.0
839,24,11.6924788442682,-110793.0,74,109.60000000000001
840,21,12.978714090731732,-111013.0,74,69.7
841,21,12.510153103787319,-111223.0,74,67.4
842,18,14.104774435497315,-111416.0,74,75.4
846,16,20.61151136832191,-111584.0,74,50.5
847,20,20.102929600085734,-111780.0,74,57.5
848,18,20.303836554324842,-111968.0,74,65.5
849,20,20.020513882301472,-112159.0,74,73.5
850,21,20.452071102527054,-112363.0,74,81.8
854,22,19.38554348063806,-112579.0,74,70.7
855,22,16.26436794609159,-112802.0,74,82.1
856,23,15.256758104308505,-113026.0,76,95.2
857,23,15.678363158435614,-113256.0,76,110.3
858,25,13.436124849623601,-113492.0,77,126.5
862,23,13.241968831153022,-113726.0,77,125.60000000000001
863,26,14.871893077001868,-113976.0,77,141.7
864,23,14.550257688344232,-114215.0,77,158.7
865,26,15.894990380592944,-114473.0,77,177.4
866,26,14.941154676248138,-114733.0,77,196.4
870,24,14.702552237057603,-114977.0,77,134.0
871,23,13.420661930666004,-115213.0,77,84.2
872,21,14.89495950918598,-115426.0,77,68.4
873,20,14.793311099923063,-115633.0,77,57.6
874,18,18.4139019674762,-115821.0,77,65.6
878,15,22.269409652576183,-115977.0,78,42.5
879,15,19.95968994855497,-116122.0,78,48.5
880,16,21.609047649364314,-116260.0,78,55.1
881,16,22.219596501875106,-116420.0,78,62.1
882,18,22.955073251409917,-116586.0,78,69.7
886,19,18.71299780353718,-116771.0,78,54.5
887,19,16.015901047141483,-116957.0,78,64.8
888,21,18.68922303494053,-117157.0,78,78.0
889,21,17.34165625306868,-117367.0,78,92.0
893,22,17.161440037366066,-117595.0,78,105.9
894,24,16.386837402915877,-117822.0,78,120.8
895,21,15.431644453452124,-118053.0,78,137.1
896,22,15.096705086097836,-118272.0,78,154.1
897,23,14.362300117570554,-118499.0,78,171.1
901,26,17.864895517102358,-118729.0,78,181.8
902,26,15.859581323533982,-118989.0,78,107.8
903,24,15.344755591889623,-119244.0,78,72.1
904,23,15.72172053577181,-119477.0,78,51.699999999999996
905,22,15.456494165585937,-119704.0,78,60.4
909,19,18.42918842749618,-119914.0,78,51.0
910,20,18.019364036961488,-120105.0,78,60.0
911,18,17.472447403755474,-120288.0,78,69.7
912,20,17.99894416470708,-120482.0,79,80.89999999999999
913,22,19.21629756865754,-120685.0,79,92.89999999999999
917,22,16.296905210173588,-120907.0,79,97.9
918,22,12.273967884125394,-121127.0,79,111.7
919,24,12.87512968588586,-121368.0,80,128.2
920,27,14.250051166281082,-121635.0,80,145.6
921,27,11.007807860239451,-121905.0,80,164.3
925,27,12.50686434048711,-122183.0,81,150.8
926,27,12.494117167707364,-122453.0,81,150.6
927,24,13.41259164937536,-122710.0,81,169.4
